,0
3554,601105495
3555,601036432
3556,601026916
3557,601026123
3558,601008625
3559,600983616
3560,600940356
3561,600901983
3562,600893940
3563,600853262
3564,600783081
3565,600780351
3566,600723170
3567,530548846
3568,600528019
3569,600467433
3570,600432824
3571,600421438
3572,600400592
3573,600373292
3574,600282680
3575,600279324
3576,600276381
3577,600270332
3578,600264560
3579,600254074
3580,600247641
3581,600181131
3582,600152129
3583,600121760
3584,600121380
3585,600118762
3586,599965193
3587,599954621
3588,599885567
3589,599880925
3590,599797178
3591,599644851
3592,599611474
3593,576055974
3594,599476801
3595,599474490
3596,599453192
3597,599445780
3598,599435029
3599,568757358
3600,599398796
3601,599390822
3602,599155895
3603,599152302
3604,599137027
3605,599071492
3606,599068757
3607,599027568
3608,598752335
3609,598710916
3610,598685849
3611,598668134
3612,598623396
3613,598613990
3614,598601792
3615,598574177
3616,598553894
3617,575047943
3618,598443547
3619,598439204
3620,598353232
3621,598332084
3622,598266719
3623,598208082
3624,598154901
3625,598147383
3626,598120822
3627,598084565
3628,598058362
3629,598035376
3630,598031389
3631,597990322
3632,597981572
3633,597879715
3634,597860361
3635,597837654
3636,597822720
3637,597796158
3638,597794384
3639,597771809
3640,597723111
3641,597617653
3642,597551731
3643,597536218
3644,597421145
3645,597370653
3646,597360517
3647,597322394
3648,597300442
3649,597229914
3650,596993373
3651,596970092
3652,596964843
3653,596946395
3654,596923860
3655,596921087
3656,596885184
3657,596694679
3658,596589913
3659,596574877
3660,596493381
3661,596484033
3662,596278633
3663,596054132
3664,596042064
3665,595967337
3666,595937819
3667,595885703
3668,595861151
3669,595838217
3670,595737504
3671,595719978
3672,595686007
3673,595627336
3674,595565013
3675,595306406
3676,595244553
3677,595210877
3678,595188517
3679,595154671
3680,595009333
3681,594999336
3682,594990914
3683,594888667
3684,594823144
3685,594810070
3686,594765219
3687,594752633
3688,594697279
3689,594686485
3690,594616421
3691,594513450
3692,594477846
3693,594471725
3694,594384785
3695,594364050
3696,594360765
3697,594346784
3698,594317103
3699,594163509
3700,594160733
3701,593974909
3702,593851060
3703,593703305
3704,593696340
3705,593630766
3706,593608005
3707,593493954
3708,567374603
3709,593342372
3710,593275973
3711,593257617
3712,593253987
3713,593223355
3714,593197168
3715,593055721
3716,592996785
3717,592906513
3718,592895768
3719,592848687
3720,592820339
3721,592818888
3722,592810846
3723,569431787
3724,612821732
3725,612803176
3726,588143102
3727,609796954
3728,591096046
3729,609038281
3730,612708380
3731,612652049
3732,612651250
3733,612541416
3734,612363554
3735,612360278
3736,612346971
3737,611556602
3738,612250602
3739,570717577
3740,612162524
3741,595762736
3742,563659433
3743,611973877
3744,611963310
3745,608582092
3746,606324491
3747,611782695
3748,611773146
3749,611750092
3750,606790536
3751,611734385
3752,611729906
3753,611708392
3754,596569266
3755,546404447
3756,611679026
3757,535096648
3758,611621879
3759,606361392
3760,592192961
3761,611549774
3762,587035774
3763,611368020
3764,603834833
3765,603052244
3766,564345597
3767,598357113
3768,596563619
3769,611156684
3770,569431787
3771,612821732
3772,612803176
3773,588143102
3774,609796954
3775,591096046
3776,609038281
3777,612708380
3778,612652049
3779,612651250
3780,612541416
3781,612363554
3782,612360278
3783,612346971
3784,611556602
3785,612250602
3786,570717577
3787,612162524
3788,595762736
3789,563659433
3790,611973877
3791,611963310
3792,608582092
3793,606324491
3794,611782695
3795,611773146
3796,611750092
3797,606790536
3798,611734385
3799,611729906
3800,611708392
3801,596569266
3802,546404447
3803,611679026
3804,535096648
3805,611621879
3806,606361392
3807,592192961
3808,611549774
3809,587035774
3810,611368020
3811,603834833
3812,603052244
3813,564345597
3814,598357113
3815,596563619
3816,611156684
3817,608717542
3818,611017481
3819,607996343
3820,610414961
3821,609987303
3822,609912984
3823,558209556
3824,609836716
3825,609815998
3826,609689054
3827,609576077
3828,609547009
3829,609429770
3830,609416999
3831,586765706
3832,589754507
3833,599794708
3834,608014414
3835,609030474
3836,587058536
3837,584802376
3838,594881036
3839,608882215
3840,608722954
3841,608627378
3842,608508592
3843,583142318
3844,608319857
3845,608072029
3846,592514018
3847,608027313
3848,607933151
3849,607897401
3850,607775342
3851,607758177
3852,583088762
3853,598443628
3854,607178745
3855,607031397
3856,606986160
3857,602470066
3858,606890116
3859,606703004
3860,606644168
3861,606423366
3862,606204840
3863,605967753
3864,605958043
3865,605661852
3866,605550622
3867,605546677
3868,605226762
3869,581428277
3870,604857848
3871,604561528
3872,604266839
3873,604157568
3874,604135640
3875,604132553
3876,604111155
3877,603602752
3878,603500345
3879,603019479
3880,576939564
3881,602912840
3882,602708178
3883,602704679
3884,602515807
3885,602416555
3886,601940117
3887,601819032
3888,601515450
3889,601224126
3890,600938015
3891,600775584
3892,600711415
3893,600451912
3894,600411181
3895,573958356
3896,599934797
3897,597440783
3898,537542053
3899,597771883
3900,576327266
3901,598914471
3902,598892960
3903,598841855
3904,567912930
3905,598487165
3906,598380897
3907,598346408
3908,598192813
3909,598073963
3910,597902575
3911,597868205
3912,597448140
3913,597358765
3914,597211811
3915,597000836
3916,596898325
3917,612887851
3918,612882848
3919,612866763
3920,612853840
3921,612811671
3922,599913137
3923,595759506
3924,612748391
3925,612635970
3926,612619611
3927,612560946
3928,612540742
3929,610218090
3930,612514872
3931,612487895
3932,612436463
3933,612414705
3934,603528399
3935,452071329
3936,612349262
3937,570502743
3938,608735509
3939,612326714
3940,597238785
3941,609253200
3942,612267905
3943,612244581
3944,612244858
3945,612208837
3946,612206800
3947,612202893
3948,612197301
3949,612193244
3950,612132876
3951,607197646
3952,612074014
3953,612068375
3954,602968870
3955,612018231
3956,612009447
3957,612000277
3958,602699433
3959,595768356
3960,611972736
3961,612887851
3962,612882848
3963,612866763
3964,612853840
3965,612811671
3966,599913137
3967,595759506
3968,612748391
3969,612635970
3970,612619611
3971,612560946
3972,612540742
3973,610218090
3974,612514872
3975,612487895
3976,612436463
3977,612414705
3978,603528399
3979,452071329
3980,612349262
3981,570502743
3982,608735509
3983,612326714
3984,597238785
3985,609253200
3986,612267905
3987,612244581
3988,612244858
3989,612208837
3990,612206800
3991,612202893
3992,612197301
3993,612193244
3994,612132876
3995,607197646
3996,612074014
3997,612068375
3998,602968870
3999,612018231
4000,612009447
4001,612000277
4002,602699433
4003,595768356
4004,611972736
4005,611969928
4006,611961345
4007,611905177
4008,611856325
4009,611821163
4010,611756720
4011,611754374
4012,611741715
4013,605549477
4014,611722575
4015,596122735
4016,586657594
4017,611619732
4018,611594096
4019,611575098
4020,602732146
4021,581186427
4022,611527669
4023,611437902
4024,611415485
4025,611409514
4026,611392513
4027,611385471
4028,611372974
4029,611353225
4030,611352365
4031,611346540
4032,611342828
4033,611336789
4034,582729913
4035,597143655
4036,611293679
4037,611280635
4038,579245964
4039,611235092
4040,611218263
4041,611053998
4042,604988170
4043,602274555
4044,610939994
4045,610917712
4046,610910541
4047,610909263
4048,610889421
4049,522719080
4050,571743856
4051,610799590
4052,610779491
4053,610775037
4054,610735367
4055,610674701
4056,610665720
4057,610621255
4058,610612352
4059,610603595
4060,610600108
4061,610580178
4062,610579701
4063,610577253
4064,608731417
4065,610546045
4066,610511316
4067,610449644
4068,607753174
4069,610426914
4070,610396938
4071,610372401
4072,593916733
4073,610331584
4074,610314325
4075,610223782
4076,601596629
4077,610160418
4078,599942850
4079,610132860
4080,610116884
4081,610064839
4082,610032258
4083,607752647
4084,609996940
4085,609949144
4086,609947133
4087,607237523
4088,609891807
4089,609874879
4090,606812943
4091,609833436
4092,609801843
4093,609718724
4094,609624640
4095,609621846
4096,609596325
4097,609495699
4098,609471814
4099,609432899
4100,587474829
4101,604018798
4102,609398210
4103,609384211
4104,596159394
4105,609256617
4106,609244295
4107,609227735
4108,607755663
4109,609204411
4110,596911959
4111,560922816
4112,607488108
4113,581940018
4114,609040355
4115,609027642
4116,601049709
4117,608944872
4118,608871052
4119,608802695
4120,607607581
4121,608745575
4122,608734806
4123,608714862
4124,608714117
4125,608681888
4126,608680736
4127,608651662
4128,608640455
4129,606209985
4130,608559648
4131,608552607
4132,608478907
4133,608465499
4134,608443915
4135,608383980
4136,608365663
4137,608318169
4138,608285404
4139,603669212
4140,608221021
4141,573945467
4142,608117117
4143,605872847
4144,587014009
4145,607982516
4146,599312002
4147,607965760
4148,607964513
4149,607958492
4150,607917392
4151,607738497
4152,607721431
4153,607664801
4154,607605171
4155,604989665
4156,607521172
4157,607519070
4158,607290287
4159,607203865
4160,607161923
4161,607160979
4162,607126777
4163,604783079
4164,606890113
4165,606885470
4166,606873127
4167,606793782
4168,606735529
4169,606646809
4170,606646304
4171,606621114
4172,606607740
4173,606594256
4174,606560744
4175,606546356
4176,606430372
4177,606364804
4178,606026514
4179,605993277
4180,605987564
4181,605881297
4182,605877504
4183,596741174
4184,568657800
4185,605772750
4186,605648508
4187,568034427
4188,605515858
4189,605340255
4190,605317941
4191,578814948
4192,605279798
4193,600239775
4194,602176341
4195,605242050
4196,604873373
4197,604835590
4198,604697838
4199,604644641
4200,604216579
4201,604571196
4202,604555572
4203,604538882
4204,604338977
4205,543441398
4206,604156266
4207,604125792
4208,604021837
4209,604014098
4210,603920923
4211,595893361
4212,603800785
4213,603717797
4214,603664890
4215,600904960
4216,603629999
4217,603569722
4218,603542972
4219,603540748
4220,571484554
4221,603381882
4222,603363140
4223,603317192
4224,603300869
4225,603289951
4226,603016597
4227,603005533
4228,602995014
4229,602950635
4230,576943454
4231,602902534
4232,602864113
4233,602841623
4234,602828260
4235,602762146
4236,602724891
4237,602703293
4238,600224146
4239,600018777
4240,602301759
4241,602301247
4242,602284672
4243,602283361
4244,602222648
4245,602193138
4246,602158493
4247,601985453
4248,601893927
4249,601858146
4250,601848932
4251,601814675
4252,601751959
4253,589458547
4254,601664067
4255,601660831
4256,601640894
4257,601607266
4258,601562030
4259,601558860
4260,601466709
4261,601458837
4262,601426775
4263,601424868
4264,601418779
4265,601300300
4266,601186648
4267,601070730
4268,601057036
4269,600979135
4270,600956735
4271,600923136
4272,600902291
4273,600837077
4274,600821661
4275,600817537
4276,600787240
4277,600758148
4278,577641713
4279,600658990
4280,600577756
4281,600520139
4282,600493512
4283,600440109
4284,600400492
4285,587751539
4286,600261827
4287,600205916
4288,599933935
4289,599823935
4290,599767437
4291,599742947
4292,587210908
4293,599587288
4294,599562219
4295,599456502
4296,599354791
4297,599352588
4298,599248174
4299,599181586
4300,599062323
4301,569837101
4302,598898950
4303,598800608
4304,598758670
4305,598617630
4306,598596889
4307,598361915
4308,598262433
4309,598199274
4310,598097393
4311,597948794
4312,597895206
4313,597865417
4314,597791930
4315,597778594
4316,597728945
4317,597686497
4318,597536724
4319,597320379
4320,597302677
4321,597154490
4322,597028978
4323,596951917
4324,596876036
4325,596712721
4326,596602612
4327,596518643
4328,596373629
4329,596345801
4330,596341627
4331,596252697
4332,596166311
4333,596052468
4334,596049611
4335,596020245
4336,595985975
4337,595935084
4338,595724656
4339,595650834
4340,595320455
4341,595319275
4342,595300971
4343,595209507
4344,595089031
4345,594872708
4346,594704176
4347,594649644
4348,594617063
4349,594615962
4350,594442639
4351,594386638
4352,594350518
4353,594141724
4354,594141293
4355,594114481
4356,593984823
4357,593955183
4358,593945044
4359,593898507
4360,593770254
4361,593706304
4362,593522379
4363,593483776
4364,593415839
4365,593410713
4366,593402708
4367,593388477
4368,593284228
4369,593262474
4370,593234681
4371,592984563
4372,592971642
4373,544451588
4374,592731316
4375,592678766
4376,592650749
4377,592349211
4378,592287834
4379,592262851
4380,592255822
4381,592209181
4382,592046862
4383,591951983
4384,591850938
4385,538125873
4386,561271212
4387,591649833
4388,562847900
4389,591541227
4390,591516228
4391,591469304
4392,591455887
4393,591402541
4394,591299408
4395,591282009
4396,591086095
4397,590994997
4398,590732124
4399,590587006
4400,590547084
4401,590524902
4402,590488077
4403,612855294
4404,612726305
4405,612671758
4406,612645916
4407,612573312
4408,570727953
4409,596842461
4410,612553759
4411,612539536
4412,612533216
4413,612506836
4414,558651942
4415,612408678
4416,612391095
4417,612357816
4418,612193223
4419,612141902
4420,596576700
4421,589788796
4422,612020441
4423,612003251
4424,611998892
4425,611970696
4426,611929819
4427,611699894
4428,611688799
4429,595886957
4430,611654580
4431,611635972
4432,611600849
4433,611599482
4434,610250073
4435,594863309
4436,595043536
4437,611331087
4438,611329375
4439,563661178
4440,528543011
4441,517289651
4442,611254186
4443,611225691
4444,611205371
4445,611164607
4446,612855294
4447,612726305
4448,612671758
4449,612645916
4450,612573312
4451,570727953
4452,596842461
4453,612553759
4454,612539536
4455,612533216
4456,612506836
4457,558651942
4458,612408678
4459,612391095
4460,612357816
4461,612193223
4462,612141902
4463,596576700
4464,589788796
4465,612020441
4466,612003251
4467,611998892
4468,611970696
4469,611929819
4470,611699894
4471,611688799
4472,595886957
4473,611654580
4474,611635972
4475,611600849
4476,611599482
4477,610250073
4478,594863309
4479,595043536
4480,611331087
4481,611329375
4482,563661178
4483,528543011
4484,517289651
4485,611254186
4486,611225691
4487,611205371
4488,611164607
4489,611149581
4490,611101633
4491,608614849
4492,610971395
4493,610922674
4494,610835477
4495,610820995
4496,610794864
4497,604991206
4498,608612424
4499,610738191
4500,605371650
4501,610666800
4502,610662809
4503,610638049
4504,610597139
4505,607317317
4506,610537809
4507,610523303
4508,583483727
4509,610199339
4510,550878838
4511,610058939
4512,604958836
4513,610003421
4514,553524592
4515,609993019
4516,608296197
4517,587478478
4518,609591306
4519,609475475
4520,583906011
4521,609379727
4522,609276347
4523,609140921
4524,607146606
4525,609028600
4526,578014702
4527,608689795
4528,608621719
4529,608515471
4530,608475650
4531,608430258
4532,608296626
4533,608183491
4534,608171911
4535,608041829
4536,607815323
4537,602638332
4538,607743472
4539,607554076
4540,607529130
4541,607507456
4542,607477285
4543,607304701
4544,607225197
4545,607188318
4546,606973585
4547,595003032
4548,606528541
4549,606523427
4550,606471821
4551,606325397
4552,606193634
4553,572834565
4554,604675358
4555,536195794
4556,606025470
4557,605973565
4558,605960348
4559,605900522
4560,605856047
4561,605839356
4562,605579755
4563,605566732
4564,605540783
4565,605345589
4566,605285486
4567,605279794
4568,594131933
4569,605028910
4570,604851161
4571,604794902
4572,604751565
4573,604644244
4574,604596775
4575,604456347
4576,604447812
4577,604445285
4578,604372409
4579,603957054
4580,603802175
4581,600299928
4582,603565234
4583,603550389
4584,597446132
4585,603376168
4586,603359551
4587,603285017
4588,603236677
4589,602972971
4590,602963550
4591,602532275
4592,602531544
4593,588400806
4594,602362693
4595,602262844
4596,602178389
4597,602120776
4598,601693831
4599,601664834
4600,601632867
4601,601490969
4602,601319171
4603,601305783
4604,601146881
4605,600979493
4606,600978747
4607,600976009
4608,600972251
4609,572105870
4610,600826543
4611,541753878
4612,590008394
4613,600380837
4614,600346660
4615,600207005
4616,555730124
4617,599958543
4618,599935476
4619,598076827
4620,599473221
4621,599467113
4622,599411957
4623,550715263
4624,599145764
4625,598977961
4626,598963036
4627,598718998
4628,598628473
4629,598354312
4630,597850645
4631,595858418
4632,597540013
4633,597220277
4634,597135199
4635,597097274
4636,597010035
4637,596949779
4638,596871179
4639,591209227
4640,612861189
4641,612791833
4642,612683639
4643,612628479
4644,612561662
4645,612532077
4646,612530191
4647,612529765
4648,612470459
4649,612335769
4650,612157199
4651,612049147
4652,612032849
4653,611938317
4654,611875949
4655,611741967
4656,591045265
4657,588780093
4658,611633854
4659,610401559
4660,605286101
4661,611504496
4662,611412477
4663,603940473
4664,611324086
4665,603719919
4666,607014876
4667,598730987
4668,611239216
4669,611219152
4670,609854430
4671,611195314
4672,611102143
4673,611096871
4674,610982014
4675,610943614
4676,567783095
4677,610695375
4678,610602953
4679,610410069
4680,610409630
4681,610395745
4682,607501969
4683,591209227
4684,612861189
4685,612791833
4686,612683639
4687,612628479
4688,612561662
4689,612532077
4690,612530191
4691,612529765
4692,612470459
4693,612335769
4694,612157199
4695,612049147
4696,612032849
4697,611938317
4698,611875949
4699,611741967
4700,591045265
4701,588780093
4702,611633854
4703,610401559
4704,605286101
4705,611504496
4706,611412477
4707,603940473
4708,611324086
4709,603719919
4710,607014876
4711,598730987
4712,611239216
4713,611219152
4714,609854430
4715,611195314
4716,611102143
4717,611096871
4718,610982014
4719,610943614
4720,567783095
4721,610695375
4722,610602953
4723,610410069
4724,610409630
4725,610395745
4726,607501969
4727,610305210
4728,552366817
4729,610238284
4730,567785691
4731,610231961
4732,610104706
4733,610103267
4734,610083609
4735,610058987
4736,610054715
4737,561515899
4738,609959625
4739,609907266
4740,596382216
4741,587042067
4742,609707425
4743,609635021
4744,609606687
4745,609564211
4746,609545747
4747,604994194
4748,586771143
4749,586460604
4750,609367348
4751,609162912
4752,609120373
4753,606989357
4754,609045458
4755,608616920
4756,608881734
4757,608812659
4758,608731775
4759,608589439
4760,608580703
4761,608556344
4762,608530463
4763,596239315
4764,608397136
4765,608095747
4766,608179752
4767,608066476
4768,607880685
4769,607730705
4770,607683705
4771,599993049
4772,607394023
4773,606980879
4774,606778096
4775,606772314
4776,606689764
4777,606644085
4778,604300347
4779,606528209
4780,606444517
4781,606383266
4782,606006276
4783,605885098
4784,605858691
4785,605794115
4786,605679221
4787,603727574
4788,605302785
4789,605238426
4790,603294277
4791,604830865
4792,604808461
4793,604742135
4794,604712021
4795,604634385
4796,604599877
4797,604549720
4798,558306611
4799,604467374
4800,604438663
4801,604316069
4802,604264097
4803,604188379
4804,603892270
4805,603832969
4806,603513098
4807,603471358
4808,603306560
4809,603020662
4810,602801492
4811,602642863
4812,564638812
4813,602231041
4814,602151636
4815,602127330
4816,602061343
4817,601953827
4818,601932563
4819,601896731
4820,556775548
4821,590964936
4822,601833551
4823,601764410
4824,601562234
4825,601429425
4826,601387587
4827,601224503
4828,601215375
4829,601145712
4830,601119152
4831,600972340
4832,555215512
4833,600745943
4834,600687970
4835,600364277
4836,600318692
4837,600197713
4838,598341253
4839,599962064
4840,580371107
4841,599847362
4842,599653627
4843,592997844
4844,598889518
4845,598752427
4846,573548850
4847,598740692
4848,562138722
4849,569164939
4850,598404234
4851,598361439
4852,598172112
4853,467159722
4854,597713626
4855,597451436
4856,597433722
4857,596948362
4858,596564484
4859,596527977
4860,596470611
4861,596296474
4862,596233164
4863,596127890
4864,586504292
4865,595525570
4866,595270681
4867,567267328
4868,595191678
4869,595005571
4870,542150948
4871,594567033
4872,556224786
4873,594405058
4874,594372705
4875,594307518
4876,594303589
4877,589340570
4878,603017326
4879,612851937
4880,612787841
4881,612762537
4882,605069543
4883,612591258
4884,612552578
4885,612531814
4886,612527302
4887,612524470
4888,596554330
4889,612467928
4890,612450154
4891,612443110
4892,612420863
4893,612411633
4894,612380094
4895,612364699
4896,612360980
4897,612355982
4898,612350145
4899,612348126
4900,603600708
4901,602717346
4902,603010328
4903,612314618
4904,612285756
4905,612255639
4906,612211485
4907,612185909
4908,612184166
4909,570657564
4910,602570800
4911,595783985
4912,602914446
4913,571663184
4914,612022920
4915,612012074
4916,611994810
4917,611966913
4918,611953094
4919,583251991
4920,611931740
4921,589340570
4922,603017326
4923,612851937
4924,612787841
4925,612762537
4926,605069543
4927,612591258
4928,612552578
4929,612531814
4930,612527302
4931,612524470
4932,596554330
4933,612467928
4934,612450154
4935,612443110
4936,612420863
4937,612411633
4938,612380094
4939,612364699
4940,612360980
4941,612355982
4942,612350145
4943,612348126
4944,603600708
4945,602717346
4946,603010328
4947,612314618
4948,612285756
4949,612255639
4950,612211485
4951,612185909
4952,612184166
4953,570657564
4954,602570800
4955,595783985
4956,602914446
4957,571663184
4958,612022920
4959,612012074
4960,611994810
4961,611966913
4962,611953094
4963,583251991
4964,611931740
4965,611928643
4966,611927832
4967,611846746
4968,611796665
4969,593465429
4970,611716923
4971,611710974
4972,611704421
4973,611700859
4974,611656908
4975,611577621
4976,581731238
4977,587951612
4978,609171677
4979,603049896
4980,611502877
4981,611478981
4982,611408315
4983,611382576
4984,607137435
4985,610429562
4986,551906580
4987,611331110
4988,604822989
4989,611305800
4990,581113122
4991,597215297
4992,596547947
4993,598275747
4994,605691112
4995,611247134
4996,611237362
4997,611192202
4998,611167209
4999,578007255
5000,587531514
5001,611136870
5002,611045315
5003,611044013
5004,611042849
5005,610985953
5006,610980809
5007,610980215
5008,610966551
5009,610924221
5010,601809693
5011,591134240
5012,610875755
5013,610826047
5014,610768259
5015,609157135
5016,610717850
5017,605076705
5018,610686457
5019,610670049
5020,602727084
5021,587408175
5022,610585553
5023,572082383
5024,610522516
5025,610457926
5026,610323788
5027,606787740
5028,610270081
5029,607154958
5030,610156777
5031,610135082
5032,610082880
5033,610062326
5034,610045059
5035,610030195
5036,610009339
5037,609997800
5038,609963914
5039,603028113
5040,588239011
5041,596323905
5042,609717986
5043,609710973
5044,609706534
5045,609676725
5046,609664201
5047,609643072
5048,609641335
5049,594151962
5050,609577655
5051,607850532
5052,609497515
5053,609418013
5054,586668984
5055,605012012
5056,609081420
5057,596117253
5058,609025197
5059,608969001
5060,608963205
5061,608956714
5062,608941628
5063,608929804
5064,598671522
5065,602728317
5066,608826136
5067,608673928
5068,608597891
5069,608406933
5070,608337760
5071,608320388
5072,608222002
5073,608099052
5074,593709569
5075,608049358
5076,608027888
5077,608021872
5078,607915507
5079,607911521
5080,586851799
5081,607723910
5082,607691420
5083,607600859
5084,607598921
5085,605968570
5086,607571354
5087,607434445
5088,607354086
5089,607302869
5090,606968187
5091,606961411
5092,606931666
5093,606875150
5094,606804129
5095,606761991
5096,606723148
5097,606710595
5098,606687339
5099,606679776
5100,606639079
5101,606638762
5102,606577994
5103,606569394
5104,606560239
5105,606552987
5106,606482610
5107,606451815
5108,603642986
5109,606321119
5110,606288459
5111,588563157
5112,606133785
5113,605957809
5114,605801862
5115,605611087
5116,605405741
5117,605302773
5118,605278267
5119,605205546
5120,605190040
5121,605023076
5122,605011423
5123,605004972
5124,604924155
5125,604665062
5126,604647603
5127,604548786
5128,604457095
5129,604413105
5130,604170750
5131,599109889
5132,604013746
5133,603935698
5134,603923294
5135,603922146
5136,603588828
5137,603573932
5138,603569372
5139,603500873
5140,603319537
5141,603239631
5142,603228120
5143,603222061
5144,603194775
5145,603172830
5146,603050973
5147,603025084
5148,602935926
5149,602914255
5150,602905447
5151,602880095
5152,602796410
5153,602783487
5154,602652012
5155,602631187
5156,602567329
5157,602524453
5158,602519996
5159,602426416
5160,602336049
5161,602121743
5162,599387010
5163,602002221
5164,601953082
5165,601933003
5166,601921544
5167,601829098
5168,601742922
5169,601742497
5170,601563009
5171,601535852
5172,601378610
5173,601307678
5174,601294965
5175,601291861
5176,601267056
5177,601213958
5178,601192129
5179,570591335
5180,601104019
5181,600984399
5182,600889480
5183,600854426
5184,600824974
5185,600682213
5186,600680597
5187,600550857
5188,598924723
5189,600310351
5190,600280318
5191,600183853
5192,595717883
5193,600128159
5194,599980079
5195,599893992
5196,599749960
5197,599434216
5198,599405220
5199,599397319
5200,599159304
5201,599145959
5202,599131984
5203,599027355
5204,598854015
5205,598744505
5206,598720324
5207,598716031
5208,598712693
5209,598704701
5210,598566597
5211,598528394
5212,598230219
5213,597698843
5214,598156889
5215,597898285
5216,597647850
5217,597638064
5218,597573897
5219,597568966
5220,597529492
5221,597508699
5222,597462820
5223,597244844
5224,597080764
5225,597007262
5226,596726284
5227,596546320
5228,596533152
5229,596503842
5230,596501087
5231,596499398
5232,596480765
5233,596466203
5234,596444245
5235,596200016
5236,596109734
5237,595941631
5238,595926980
5239,595610791
5240,595420089
5241,595396453
5242,595185006
5243,595011818
5244,594985603
5245,594510666
5246,594379672
5247,594287532
5248,594277263
5249,588831497
5250,594078369
5251,593982593
5252,593953855
5253,593947326
5254,593622003
5255,593410060
5256,593400205
5257,592655992
5258,593102944
5259,593023223
5260,592847039
5261,592550622
5262,592451045
5263,592350297
5264,612465945
5265,604097858
5266,611322037
5267,608736268
5268,610964272
5269,598191264
5270,577430836
5271,594524143
5272,599924478
5273,579168170
5274,586684447
5275,604851301
5276,608400422
5277,600042273
5278,608252983
5279,608131390
5280,588583141
5281,607551126
5282,606342414
5283,605573522
5284,604975610
5285,597691813
5286,603538675
5287,603523502
5288,600226366
5289,596724384
5290,595318521
5291,595136160
5292,593000073
5293,591925602
5294,591624386
5295,590835431
5296,511521658
5297,564236966
5298,612815369
5299,612797601
5300,612778589
5301,603737418
5302,561151109
5303,612678558
5304,577553489
5305,606798436
5306,612521513
5307,612495513
5308,612453713
5309,612445606
5310,589943381
5311,612326743
5312,612313664
5313,612299914
5314,612224260
5315,612188805
5316,612130610
5317,610406728
5318,612073335
5319,610488431
5320,595899289
5321,602505004
5322,603463823
5323,588710642
5324,586731046
5325,611620764
5326,611580149
5327,598570155
5328,589986102
5329,610263004
5330,591567057
5331,611281566
5332,611190356
5333,574465700
5334,611172119
5335,598541154
5336,607869091
5337,611000887
5338,511521658
5339,564236966
5340,612815369
5341,612797601
5342,612778589
5343,603737418
5344,561151109
5345,612678558
5346,577553489
5347,606798436
5348,612521513
5349,612495513
5350,612453713
5351,612445606
5352,589943381
5353,612326743
5354,612313664
5355,612299914
5356,612224260
5357,612188805
5358,612130610
5359,610406728
5360,612073335
5361,610488431
5362,595899289
5363,602505004
5364,603463823
5365,588710642
5366,586731046
5367,611620764
5368,611580149
5369,598570155
5370,589986102
5371,610263004
5372,591567057
5373,611281566
5374,611190356
5375,574465700
5376,611172119
5377,598541154
5378,607869091
5379,611000887
5380,610998517
5381,610837939
5382,604005735
5383,604348780
5384,610734287
5385,610676913
5386,593900822
5387,609690356
5388,606979519
5389,602541817
5390,610324707
5391,610299521
5392,610266834
5393,610257692
5394,572605786
5395,610148749
5396,610139848
5397,586991238
5398,577066178
5399,610045918
5400,610004112
5401,609823087
5402,596560622
5403,609688159
5404,609553481
5405,607090023
5406,609448915
5407,609434436
5408,609417755
5409,600125103
5410,586675479
5411,609147240
5412,601646853
5413,609023819
5414,608997383
5415,608940591
5416,600950553
5417,608702728
5418,608336038
5419,608259077
5420,600520002
5421,608024442
5422,607983909
5423,607661134
5424,607621421
5425,607428487
5426,607422635
5427,607387580
5428,598660531
5429,607334737
5430,607334571
5431,607092200
5432,607068768
5433,604800920
5434,607009429
5435,606994619
5436,606876994
5437,606777840
5438,606761628
5439,606625706
5440,606509928
5441,606396692
5442,606334787
5443,606308988
5444,606041149
5445,606022331
5446,605877695
5447,595108802
5448,605649446
5449,605559217
5450,605346183
5451,582299876
5452,605235316
5453,605217911
5454,605131325
5455,605058206
5456,605008263
5457,604859267
5458,604852262
5459,604777503
5460,604649343
5461,604622763
5462,604577283
5463,604508311
5464,604456923
5465,604224960
5466,604158114
5467,601327159
5468,603763194
5469,603688973
5470,603598863
5471,603572815
5472,568680762
5473,603228097
5474,603137770
5475,603106066
5476,602675174
5477,602548346
5478,602396985
5479,602095170
5480,601658324
5481,601357245
5482,601218737
5483,601060889
5484,600939416
5485,600908683
5486,575608664
5487,600638615
5488,600569882
5489,600464820
5490,600010899
5491,599669069
5492,594991323
5493,599273789
5494,598870279
5495,598667865
5496,598544043
5497,598303688
5498,598211324
5499,597800754
5500,596016048
5501,597523479
5502,597516691
5503,597413609
5504,597323046
5505,597312586
5506,596871893
5507,596761384
5508,596258253
5509,595967825
5510,595931058
5511,595819187
5512,595699238
5513,595244144
5514,594740688
5515,576093075
5516,594645623
5517,594618291
5518,594584737
5519,594185211
5520,593460399
5521,593440633
5522,593340309
5523,593324410
5524,593100628
5525,592915663
5526,592419662
5527,591990047
5528,571957686
5529,591371644
5530,612949534
5531,569406712
5532,612861677
5533,612783530
5534,612691653
5535,612658383
5536,612498089
5537,612480087
5538,612471676
5539,603607324
5540,610240326
5541,612360498
5542,612359572
5543,601479011
5544,599906067
5545,612275606
5546,612246374
5547,612124927
5548,612058157
5549,612049743
5550,611966829
5551,611949103
5552,602576376
