marca,modelo_code,modelo_nome,ano,preco
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p,2001,14201
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2011,32729
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2010,31025
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2009,30108
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2008,23621
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2007,22725
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2006,19121
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2005,18021
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2004,17152
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2003,16559
FORD,FOCUS,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,2002,15145
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2011,31408
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2010,29645
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2009,27696
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2008,22064
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2007,21349
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2006,18655
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2005,17499
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2004,16894
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2003,15866
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2002,15326
FORD,FOCUS,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p,2001,14195
FORD,FOCUS,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,2015,58715
FORD,FOCUS,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,2014,56298
FORD,FOCUS,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,2013,42271
FORD,FOCUS,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,2012,37853
FORD,FOCUS,Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut,2011,36101
FORD,FOCUS,Focus Sedan 1.6 16V Flex 4p Aut.,2014,44977
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2014,46451
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2013,34382
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2012,32025
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2011,30563
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2010,29054
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2009,21649
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2008,19120
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2007,18474
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2006,17345
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2005,16832
FORD,FOCUS,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.,2004,15380
FORD,FOCUS,Focus Sedan 1.8 16V 115cv 4p,2004,15524
FORD,FOCUS,Focus Sedan 1.8 16V 115cv 4p,2003,13692
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2013,34870
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2012,32381
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2011,30741
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2010,29174
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2009,27524
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2008,20194
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2007,19523
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2006,18820
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2005,17452
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2004,15920
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2003,15400
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2002,14810
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p,2001,13688
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2016,60230
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2015,53390
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2014,48793
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2013,35510
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2012,32846
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2011,31254
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2010,30083
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2009,27832
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2008,21725
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2007,20254
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2006,19281
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2005,18053
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2004,16965
FORD,FOCUS,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.,2003,16101
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2019,101638
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2019,87248
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2018,80278
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2017,71461
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2016,65916
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2015,58695
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2014,55593
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2013,40410
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2012,37028
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2011,35452
FORD,FOCUS,Focus TITA/TITA Plus 2.0  Flex 5p Aut.,2010,34284
FORD,FOCUS,Focus TITANIUM 2.0 16V Flex 5p Mec.,2013,40329
FORD,FOCUS,Focus TITANIUM 2.0 16V Flex 5p Mec.,2012,36514
FORD,FOCUS,Focus TITANIUM 2.0 16V Flex 5p Mec.,2011,34455
FORD,FOCUS,Focus TITANIUM 2.0 16V Flex 5p Mec.,2010,31847
FORD,FUSION,Fusion 2.5L I-VCT Flex Aut.,2016,72856
FORD,FUSION,Fusion 2.5L I-VCT Flex Aut.,2015,69259
FORD,FUSION,Fusion 2.5L I-VCT Flex Aut.,2014,65789
FORD,FUSION,Fusion 2.5L I-VCT Flex Aut.,2013,62225
FORD,FUSION,Fusion Hybrid 2.5 16V 193cv Aut.,2012,60519
FORD,FUSION,Fusion Hybrid 2.5 16V 193cv Aut.,2011,56058
FORD,FUSION,Fusion Hybrid 2.5 16V 193cv Aut.,2010,53538
FORD,FUSION,Fusion SE 2.5 I-VCT Flex 16V Aut.,2019,114877
FORD,FUSION,Fusion SE 2.5 I-VCT Flex 16V Aut.,2018,103373
FORD,FUSION,Fusion SE 2.5 I-VCT Flex 16V Aut.,2017,100321
FORD,FUSION,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.,2019,121883
FORD,FUSION,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.,2018,109703
FORD,FUSION,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.,2017,103268
FORD,FUSION,Fusion SEL 2.3 16V  162cv Aut.,2009,29413
FORD,FUSION,Fusion SEL 2.3 16V  162cv Aut.,2008,28259
FORD,FUSION,Fusion SEL 2.3 16V  162cv Aut.,2007,27339
FORD,FUSION,Fusion SEL 2.3 16V  162cv Aut.,2006,26155
FORD,FUSION,Fusion SEL 2.5 16V 173cv Aut.,2012,43221
FORD,FUSION,Fusion SEL 2.5 16V 173cv Aut.,2011,40627
FORD,FUSION,Fusion SEL 2.5 16V 173cv Aut.,2010,37795
FORD,FUSION,Fusion SEL 3.0 V6  24V 243cv Aut.,2012,45150
FORD,FUSION,Fusion SEL 3.0 V6  24V 243cv Aut.,2011,41250
FORD,FUSION,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.,2012,45946
FORD,FUSION,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.,2011,42012
FORD,FUSION,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.,2010,38382
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2019,143113
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2018,131391
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2017,119673
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2016,104087
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2015,84886
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2014,74617
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,2013,69639
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2019,130004
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2018,117768
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2017,110915
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2016,85328
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2015,80051
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2014,71217
FORD,FUSION,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.,2013,67075
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2019,155212
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2018,135897
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2017,125301
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2016,106569
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2015,95581
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2014,83579
FORD,FUSION,Fusion Titanium Hybrid 2.0 145cv Aut.,2013,77278
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2013,19690
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2012,18318
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2011,16729
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2010,15837
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2009,15109
FORD,KA,KA 1.0 8V/1.0 8V ST Flex 3p,2008,14561
FORD,KA,KA 1.0 S TiVCT Flex 5p,2019,41735
FORD,KA,KA 1.0 S TiVCT Flex 5p,2019,38202
FORD,KA,KA 1.0 S TiVCT Flex 5p,2018,35846
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019,43510
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019,40266
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018,37050
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017,35133
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016,33989
FORD,KA,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015,32446
FORD,KA,Ka 1.0 SEL TiVCT Flex 5p,2019,48410
FORD,KA,Ka 1.0 SEL TiVCT Flex 5p,2018,40889
FORD,KA,Ka 1.0 SEL TiVCT Flex 5p,2017,38443
FORD,KA,Ka 1.0 SEL TiVCT Flex 5p,2016,36284
FORD,KA,Ka 1.0 SEL TiVCT Flex 5p,2015,32965
FORD,KA,Ka 1.0 TECNO 12V Flex 5p,2018,37189
FORD,KA,KA 1.0 TECNO 8V Flex 3p,2011,17051
FORD,KA,KA 1.0 TECNO 8V Flex 3p,2010,16484
FORD,KA,KA 1.0 TECNO 8V Flex 3p,2009,15740
FORD,KA,KA 1.0 TECNO 8V Flex 3p,2008,14942
FORD,KA,KA 1.0i 3p,2007,10849
FORD,KA,KA 1.0i 3p,2006,10204
FORD,KA,KA 1.0i 3p,2005,9418
FORD,KA,KA 1.0i 3p,2004,9113
FORD,KA,KA 1.0i 3p,2003,8713
FORD,KA,KA 1.0i 3p,2000,7809
FORD,KA,KA 1.0i 3p,1999,7088
FORD,KA,KA 1.0i 3p,1998,6623
FORD,KA,KA 1.0i 3p,1997,6329
FORD,KA,Ka 1.5 FreeStyle 12V Flex 5p Aut.,2019,65576
FORD,KA,Ka 1.5 FreeStyle 12V Flex 5p Aut.,2019,58763
FORD,KA,Ka 1.5 FreeStyle 12V Flex 5p Mec.,2019,60778
FORD,KA,Ka 1.5 FreeStyle 12V Flex 5p Mec.,2019,55707
FORD,KA,Ka 1.5 SE 12V Flex 5p Aut.,2019,55404
FORD,KA,Ka 1.5 SE 12V Flex 5p Aut.,2019,50891
FORD,KA,Ka 1.5 SE 12V Flex 5p Mec.,2019,50263
FORD,KA,Ka 1.5 SE 12V Flex 5p Mec.,2019,46060
FORD,KA,Ka 1.5 SE Plus 12V Flex 5p Aut.,2019,57466
FORD,KA,Ka 1.5 SE Plus 12V Flex 5p Aut.,2019,52896
FORD,KA,Ka 1.5 SE Plus 12V Flex 5p Mec.,2019,53206
FORD,KA,Ka 1.5 SE Plus 12V Flex 5p Mec.,2019,49096
FORD,KA,Ka 1.5 SE/SE PLUS 16V Flex 5p,2019,48326
FORD,KA,Ka 1.5 SE/SE PLUS 16V Flex 5p,2018,39797
FORD,KA,Ka 1.5 SE/SE PLUS 16V Flex 5p,2017,38443
FORD,KA,Ka 1.5 SE/SE PLUS 16V Flex 5p,2016,35553
FORD,KA,Ka 1.5 SE/SE PLUS 16V Flex 5p,2015,32851
FORD,KA,Ka 1.5 Sedan SE 12V Flex 4p Aut.,2019,58254
FORD,KA,Ka 1.5 Sedan SE 12V Flex 4p Aut.,2019,51812
FORD,KA,Ka 1.5 Sedan SE 12V Flex 4p Mec.,2019,53583
FORD,KA,Ka 1.5 Sedan SE 12V Flex 4p Mec.,2019,49439
FORD,KA,Ka 1.5 Sedan SE Plus 12V Flex 4p Aut.,2019,61126
FORD,KA,Ka 1.5 Sedan SE Plus 12V Flex 4p Aut.,2019,55681
FORD,KA,Ka 1.5 Sedan SE Plus 12V Flex 4p Mec.,2019,56153
FORD,KA,Ka 1.5 Sedan SE Plus 12V Flex 4p Mec.,2019,50912
FORD,KA,Ka 1.5 Sedan SEL 12V Flex 4p Mec.,2019,65384
FORD,KA,Ka 1.5 Sedan SEL 12V Flex 4p Mec.,2019,57460
FORD,KA,Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut.,2019,69948
FORD,KA,Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut.,2019,60191
FORD,KA,Ka 1.5 TITANIUM 12V Flex 5p Aut.,2019,67144
FORD,KA,Ka 1.5 TITANIUM 12V Flex 5p Aut.,2019,59052
FORD,KA,KA 1.6 8V Flex 3p,2011,18992
FORD,KA,KA 1.6 8V Flex 3p,2010,17874
FORD,KA,KA 1.6 8V Flex 3p,2009,17316
FORD,KA,KA 1.6 8V Flex 3p,2008,16410
FORD,KA,KA 1.6 TECNO 8V Flex 3p,2011,21524
FORD,KA,KA 1.6 TECNO 8V Flex 3p,2010,19787
FORD,KA,KA 1.6 TECNO 8V Flex 3p,2009,17353
FORD,KA,KA Action 1.6 MPI 8V 95cv,2007,13625
FORD,KA,KA Action 1.6 MPI 8V 95cv,2006,13056
FORD,KA,KA Action 1.6 MPI 8V 95cv,2005,12410
FORD,KA,KA Action 1.6 MPI 8V 95cv,2004,11984
FORD,KA,KA Action 1.6 MPI 8V 95cv,2003,11598
FORD,KA,KA Black 1.0 MPI 8v 65cv,2001,8174
FORD,KA,KA Black 1.6 MPI 8v 95cv,2001,11696
FORD,KA,KA CLX 1.3i 3p,2000,7948
FORD,KA,KA CLX 1.3i 3p,1999,7340
FORD,KA,KA CLX 1.3i 3p,1998,6643
FORD,KA,KA CLX 1.3i 3p,1997,6334
FORD,KA,KA GL 1.0i Zetec Rocam,2008,14390
FORD,KA,KA GL 1.0i Zetec Rocam,2007,12010
FORD,KA,KA GL 1.0i Zetec Rocam,2006,11650
FORD,KA,KA GL 1.0i Zetec Rocam,2005,11214
FORD,KA,KA GL 1.0i Zetec Rocam,2004,10859
FORD,KA,KA GL 1.0i Zetec Rocam,2003,10465
FORD,KA,KA GL 1.0i Zetec Rocam,2002,9770
FORD,KA,KA GL 1.0i Zetec Rocam,2001,9394
FORD,KA,KA GL 1.0i Zetec Rocam,2000,8960
FORD,KA,KA GL Image 1.0i/ 1.0i Zetec Rocam,2003,11376
FORD,KA,KA GL Image 1.0i/ 1.0i Zetec Rocam,2002,10588
FORD,KA,KA GL Image 1.0i/ 1.0i Zetec Rocam,2001,9667
FORD,KA,KA GL Image 1.0i/ 1.0i Zetec Rocam,2000,9310
FORD,KA,KA Image 1.0i,2000,7893
FORD,KA,KA Image 1.0i,1999,7251
FORD,KA,KA Image 1.0i,1998,6137
FORD,KA,KA MP3 1.0 MPI 8V 65cv,2007,11833
FORD,KA,KA MP3 1.0 MPI 8V 65cv,2006,11208
FORD,KA,KA MP3 1.6 MPI 8V 95cv,2007,13893
FORD,KA,KA MP3 1.6 MPI 8V 95cv,2006,13121
FORD,KA,Ka SEL 1.5 16V Flex 5p,2019,51892
FORD,KA,Ka SEL 1.5 16V Flex 5p,2018,45896
FORD,KA,Ka SEL 1.5 16V Flex 5p,2017,40956
FORD,KA,Ka SEL 1.5 16V Flex 5p,2016,38052
FORD,KA,Ka SEL 1.5 16V Flex 5p,2015,35332
FORD,KA,KA Sport 1.6 8V Flex 3p,2013,23386
FORD,KA,KA Sport 1.6 8V Flex 3p,2012,21899
FORD,KA,KA Street 1.0i,1999,6352
FORD,KA,KA Street 1.0i,1998,5570
FORD,KA,KA Tecno 1.0i 8v Zetec Rocam,2000,7643
FORD,KA,KA TRAIL 1.0 12V Flex Mec. 5p,2019,46334
FORD,KA,KA TRAIL 1.0 12V Flex Mec. 5p,2018,40537
FORD,KA,KA TRAIL 1.0 12V Flex Mec. 5p,2017,38698
FORD,KA,Ka TRAIL 1.5 16V Flex Mec. 5p,2019,49893
FORD,KA,Ka TRAIL 1.5 16V Flex Mec. 5p,2018,43289
FORD,KA,Ka TRAIL 1.5 16V Flex Mec. 5p,2017,40933
FORD,KA,KA XR 1.6 MPI 8V,2007,16904
FORD,KA,KA XR 1.6 MPI 8V,2006,15892
FORD,KA,KA XR 1.6 MPI 8V,2005,14442
FORD,KA,KA XR 1.6 MPI 8V,2004,13288
FORD,KA,KA XR 1.6 MPI 8V,2003,12705
FORD,KA,KA XR 1.6 MPI 8V,2002,11703
FORD,KA,KA XR 1.6 MPI 8V,2001,10569
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2019,48452
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2019,43174
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2018,40611
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2017,39258
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2016,35911
FORD,KA+,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2015,33452
FORD,KA+,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,2019,51801
FORD,KA+,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,2018,45648
FORD,KA+,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,2017,40902
FORD,KA+,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,2016,37524
FORD,KA+,Ka+ Sedan 1.0 SEL TiCVT Flex 4p,2015,35320
FORD,KA+,Ka+ Sedan 1.5 ADVANCED 16V Flex 4p,2019,54310
FORD,KA+,Ka+ Sedan 1.5 ADVANCED 16V Flex 4p,2018,48078
FORD,KA+,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,2019,51743
FORD,KA+,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,2018,42779
FORD,KA+,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,2017,40376
FORD,KA+,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,2016,37427
FORD,KA+,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p,2015,35240
FORD,KA+,Ka+ Sedan 1.5 SEL 16V Flex 4p,2019,57490
FORD,KA+,Ka+ Sedan 1.5 SEL 16V Flex 4p,2018,48120
FORD,KA+,Ka+ Sedan 1.5 SEL 16V Flex 4p,2017,41833
FORD,KA+,Ka+ Sedan 1.5 SEL 16V Flex 4p,2016,39112
FORD,KA+,Ka+ Sedan 1.5 SEL 16V Flex 4p,2015,36564
FORD,RANGER,Ranger 2.5 4x2 CD TB Diesel,2001,28270
FORD,RANGER,Ranger 2.5 4x2 CD TB Diesel,2000,26308
FORD,RANGER,Ranger 2.5 4x2 CD TB Diesel,1999,25032
FORD,RANGER,Ranger 2.5 4x2 CD TB Diesel,1998,24257
FORD,RANGER,Ranger 2.5 4x2 CE Diesel,2001,27290
FORD,RANGER,Ranger 2.5 4x2 CE Diesel,2000,23601
FORD,RANGER,Ranger 2.5 4x2 CE Diesel,1999,21250
FORD,RANGER,Ranger 2.5 4x2 TB Diesel,2001,24397
FORD,RANGER,Ranger 2.5 4x2 TB Diesel,2000,23531
FORD,RANGER,Ranger 2.5 4x2 TB Diesel,1999,20021
FORD,RANGER,Ranger 2.5 4x2 TB Diesel,1998,18210
FORD,RANGER,Ranger 2.5 4x4 CD TB Diesel,2001,32409
FORD,RANGER,Ranger 2.5 4x4 CD TB Diesel,2000,30832
FORD,RANGER,Ranger 2.5 4x4 CD TB Diesel,1999,26955
FORD,RANGER,Ranger 2.5 4x4 CD TB Diesel,1998,24454
FORD,RANGER,Ranger 2.5 4x4 CE TB Diesel,2001,29047
FORD,RANGER,Ranger 2.5 4x4 CE TB Diesel,2000,27322
FORD,RANGER,Ranger 2.5 4x4 CE TB Diesel,1999,24773
FORD,RANGER,Ranger 2.5 4x4 TB Diesel,2001,27590
FORD,RANGER,Ranger 2.5 4x4 TB Diesel,2000,26177
FORD,RANGER,Ranger 2.5 4x4 TB Diesel,1999,23779
FORD,RANGER,Ranger 2.5 4x4 TB Diesel,1998,22275
FORD,RANGER,Ranger 2.5i CD,2001,23991
FORD,RANGER,Ranger 2.5i CD,2000,22381
FORD,RANGER,Ranger 2.5i CD,1999,21166
FORD,RANGER,Ranger 2.5i CD,1998,20451
FORD,RANGER,Ranger 2.5i CE,2001,21996
FORD,RANGER,Ranger 2.5i CE,2000,19606
FORD,RANGER,Ranger 2.5i CE,1999,18376
FORD,RANGER,Ranger 2.5i CS,2001,20303
FORD,RANGER,Ranger 2.5i CS,2000,17907
FORD,RANGER,Ranger 2.5i CS,1999,16955
FORD,RANGER,Ranger 2.5i CS,1998,15926
FORD,RANGER,Ranger Limited 2.3 150cv CD,2012,43893
FORD,RANGER,Ranger Limited 2.3 150cv CD,2011,42539
FORD,RANGER,Ranger Limited 2.3 150cv CD,2010,38670
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2019,119062
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2019,107019
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2018,100654
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2017,97232
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2016,83313
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2015,75715
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2014,71280
FORD,RANGER,Ranger Limited 2.5 16V 4x2 CD Flex,2013,66963
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2012,62223
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2011,58078
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2010,54403
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2009,48005
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2008,46413
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2007,44848
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2006,43020
FORD,RANGER,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2005,41575
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019,176329
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019,163558
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018,155547
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017,142958
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016,128878
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015,110247
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2014,98301
FORD,RANGER,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2013,91166
FORD,RANGER,Ranger Splash CE,1995,22299
FORD,RANGER,Ranger Splash CE,1994,17874
FORD,RANGER,Ranger Splash CS,1996,21184
FORD,RANGER,Ranger Splash CS,1995,20494
FORD,RANGER,Ranger Splash CS,1994,17820
FORD,RANGER,Ranger SPORT 2.5 Flex 16V 4x2 CS,2016,65498
FORD,RANGER,Ranger SPORT 2.5 Flex 16V 4x2 CS,2015,57853
FORD,RANGER,Ranger SPORT 2.5 Flex 16V 4x2 CS,2014,51606
FORD,RANGER,Ranger SPORTRAC 2.2 16V 4x4 CD Dies Aut.,2019,146565
FORD,RANGER,Ranger SPORTRAC 2.2 16V 4x4 CD Dies Aut.,2018,128122
FORD,RANGER,Ranger STX 4.0 CS/ CE,1998,22340
FORD,RANGER,Ranger STX 4.0 CS/ CE,1997,21437
FORD,RANGER,Ranger STX 4.0 CS/ CE,1996,19420
FORD,RANGER,Ranger STX 4.0 CS/ CE,1995,18290
FORD,RANGER,Ranger STX 4.0 CS/ CE,1994,17652
